00-119; Warszawa; ul. Sosnowa
00-120; Warszawa; ul. Złota od 10 do 56, od 13 do 59
00-121; Warszawa; ul. Sienna od 1 do 45
00-123; Warszawa; ul. Mariańska
00-124; Warszawa; Al. Jana Pawła II od 12 do 16
00-124; Warszawa; ul. Pańska od 2 do 46, od 1 do 45
00-124; Warszawa; ul. Rondo ONZ od 1 do 1
00-125; Warszawa; ul. Plater Emilii od 49 do 51
00-126; Warszawa; ul. Sienna od 2 do 48
00-127; Warszawa; ul. Śliska od 2 do 28, od 1 do 29
00-130; Warszawa; ul. Graniczna
00-131; Warszawa; ul. Grzybowska od 2 do 10
00-132; Warszawa; ul. Grzybowska od 12 do 26, od 1 do 25
00-133; Warszawa; Al. Jana Pawła II od 20 do 26
00-135; Warszawa; Al. Jana Pawła II od 28 do 30
00-136; Warszawa; Pl. Żelaznej Bramy
00-137; Warszawa; ul. Elektoralna od 1 do ostatniego
00-138; Warszawa; Pl. Mirowski
00-138; Warszawa; ul. Ptasia
00-138; Warszawa; ul. Zimna
00-139; Warszawa; Pl. Bankowy od 1 do 1
00-139; Warszawa; ul. Elektoralna od 2 do 22
00-140; Warszawa; Al. Solidarności od 103 do 117
00-141; Warszawa; Al. Jana Pawła II od 32 do 42
00-142; Warszawa; Pl. Bankowy od 3 do ostatniego
00-143; Warszawa; ul. Orla
00-144; Warszawa; Al. Solidarności od 81 do 101
00-145; Warszawa; Al. Jana Pawła II od 44 do 44
00-145; Warszawa; Al. Solidarności od 72 do 82
00-146; Warszawa; ul. Nowolipie od 1 do 7
00-147; Warszawa; Al. Generała Andersa Władysława od 1 do 5
00-148; Warszawa; Al. Jana Pawła II od 46 do 50
00-149; Warszawa; ul. Karmelicka od 2 do 6, od 1 do 5
00-150; Warszawa; ul. Nowolipie od 2 do 14, od 9 do 19
00-151; Warszawa; ul. Nowolipki od 1 do 17
00-152; Warszawa; Al. Jana Pawła II od 52 do 54
00-153; Warszawa; ul. Nowolipki od 4 do 12
00-153; Warszawa; ul. Zamenhofa Ludwika od 1 do 1
00-154; Warszawa; ul. Dzielna od 7 do 7A
00-155; Warszawa; ul. Karmelicka od 8 do 8, od 7 do 11
00-156; Warszawa; Al. Jana Pawła II od 56 do 58
00-157; Warszawa; ul. Anielewicza Mordechaja od 2 do 8, od 1 do 5
00-158; Warszawa; ul. Nalewki od 2 do ostatniego, od 1 do 3, od 7 do ostatniego
00-159; Warszawa; Al. Generała Andersa Władysława od 7 do ostatniego
00-159; Warszawa; ul. Dawidowskiego Alka
00-160; Warszawa; ul. Nowolipki od 2 do 2
00-160; Warszawa; ul. Zamenhofa Ludwika od 2 do 8
00-161; Warszawa; ul. Anielewicza Mordechaja od 7 do 13
00-162; Warszawa; ul. Dzielna od 2 do 28, od 1 do 5
00-163; Warszawa; ul. Karmelicka od 10 do 18, od 13 do 15
00-164; Warszawa; ul. Pawia od 2 do 14, od 1 do 13
00-165; Warszawa; ul. Zamenhofa Ludwika od 3 do 9
00-166; Warszawa; Al. Jana Pawła II od 60 do 62
00-167; Warszawa; ul. Anielewicza Mordechaja od 10 do 14, od 15 do 19
00-168; Warszawa; ul. Karmelicka od 17 do 21
00-169; Warszawa; ul. Lewartowskiego Józefa od 18 do ostatniego, od 17 do ostatniego
00-170; Warszawa; Al. Jana Pawła II od 64 do 68
00-171; Warszawa; ul. Błońska
00-172; Warszawa; ul. Dzika od 6 do 18, od 1 do 23
00-173; Warszawa; ul. Karmelicka od 23 do ostatniego
00-174; Warszawa; ul. Miła od 8 do 10, od 15 do 21
00-175; Warszawa; Al. Jana Pawła II od 70 do ostatniego
00-176; Warszawa; ul. Niska od 8 do 14, od 9 do 13
00-177; Warszawa; ul. Skwer Wieźniów Politycznych Stalinizmu
00-178; Warszawa; ul. Stawki od 10 do 14, od 11 do 15
00-179; Warszawa; ul. Niska od 2 do 6, od 1 do 7
00-180; Warszawa; ul. Miła od 2 do 6, od 1 do 13
00-181; Warszawa; ul. Karmelicka od 24 do ostatniego
00-182; Warszawa; ul. Dubois Stanisława od 7 do ostatniego
00-183; Warszawa; ul. Stawki od 5 do 9
00-184; Warszawa; ul. Dubois Stanisława od 1 do 5
00-185; Warszawa; ul. Lewartowskiego Józefa od 10 do 16, od 9 do 15
00-186; Warszawa; ul. Karmelicka od 20 do 22
00-187; Warszawa; ul. Nalewki od 5 do 5
00-187; Warszawa; ul. Zamenhofa Ludwika od 10 do ostatniego, od 11 do ostatniego
00-188; Warszawa; ul. Dubois Stanisława od 6 do ostatniego
00-189; Warszawa; ul. Inflancka
00-190; Warszawa; ul. Lewartowskiego Józefa od 2 do 8, od 1 do 7
00-191; Warszawa; Poczta Warszawa 047, ul. Lewartowskiego 5
00-192; Warszawa; ul. Muranowska od 4 do ostatniego, od 3 do ostatniego
00-193; Warszawa; ul. Stawki od 2 do 8, od 1 do 3
00-194; Warszawa; ul. Dzika od 2 do 4
00-195; Warszawa; ul. Słomińskiego Zygmunta od 3 do ostatniego
00-196; Warszawa; ul. Dubois Stanisława od 2 do 4
00-197; Warszawa; ul. Kłopot
00-198; Warszawa; Poczta Warszawa 080, ul. Dzika 4
00-199; Warszawa; ul. Pokorna
00-200; Warszawa; ul. Franciszkańska od 21 do ostatniego
00-201; Warszawa; Al. Generała Andersa Władysława od 6 do 28
00-202; Warszawa; ul. Świętojerska od 16 do ostatniego, od 13 do ostatniego
00-202; Warszawa; ul. Wałowa od 1 do ostatniego
00-203; Warszawa; ul. Bonifraterska od 18 do ostatniego, od 1 do ostatniego
00-204; Warszawa; ul. Słomińskiego Zygmunta od 2 do ostatniego, od 1 do 1
00-205; Warszawa; ul. Franciszkańska od 16 do ostatniego, od 11 do 19
00-206; Warszawa; ul. Konwiktorska od 6 do 6
00-207; Warszawa; Pl. Krasińskich
00-208; Warszawa; ul. Międzyparkowa
00-209; Warszawa; ul. Muranowska od 2 do 2, od 1 do 1
00-210; Warszawa; Al. Generała Andersa Władysława od 30 do ostatniego
00-211; Warszawa; ul. Wałowa od 2 do ostatniego
00-213; Warszawa; ul. Bonifraterska od 2 do 16
00-214; Warszawa; ul. Franciszkańska od 2 do 14
00-215; Warszawa; ul. Dolańskiego Włodzimierza
00-215; Warszawa; ul. Fondamińskiego Edwarda
00-215; Warszawa; ul. Sapieżyńska
00-216; Warszawa; ul. Konwiktorska od 5 do ostatniego
00-217; Warszawa; ul. Konwiktorska od 2 do 4, od 8 do ostatniego, od 1 do 3
00-218; Warszawa; ul. Kościelna
00-219; Warszawa; ul. Przyrynek
00-220; Warszawa; ul. Rajców
00-220; Warszawa; ul. Samborska
00-221; Warszawa; ul. Burmistrzowska
00-221; Warszawa; ul. Rybaki
00-222; Warszawa; ul. Sanguszki Romana
00-223; Warszawa; ul. Wenedów
00-224; Warszawa; ul. Skwer Batalionu AK "Gozdawa"
00-224; Warszawa; ul. Wójtowska
00-225; Warszawa; ul. Szymanowska
00-225; Warszawa; ul. Zakroczymska
00-227; Warszawa; ul. Franciszkańska od 1 do 1
00-227; Warszawa; ul. Freta
00-228; Warszawa; ul. Koźla od 2 do ostatniego
00-229; Warszawa; ul. Rynek Nowego Miasta
00-230; Warszawa; ul. Piesza
00-231; Warszawa; ul. Mostowa od 32 do 32
00-231; Warszawa; ul. Stara
00-232; Warszawa; ul. Ciasna
00-232; Warszawa; ul. Gomulickiego Wiktora
00-233; Warszawa; ul. Franciszkańska od 3 do 9
00-234; Warszawa; ul. Koźla od 1 do ostatniego
00-235; Warszawa; ul. Nowiniarska
00-236; Warszawa; ul. Świętojerska od 2 do 14, od 1 do 11
00-237; Warszawa; ul. Barokowa
00-238; Warszawa; ul. Długa od 2 do 42, od 9 do ostatniego
00-240; Warszawa; Al. Solidarności od 58 do 70
00-241; Warszawa; ul. Długa od 44 do ostatniego
00-242; Warszawa; ul. Bohaterów Getta
00-243; Warszawa; Al. Generała Andersa Władysława od 2 do 4
00-244; Warszawa; ul. Hipoteczna od 6 do ostatniego
00-245; Warszawa; ul. Kapucyńska
00-246; Warszawa; ul. Miodowa od 14 do ostatniego, od 9 do ostatniego
00-248; Warszawa; ul. Schillera Leona
00-249; Warszawa; ul. Kapitulna od 2 do ostatniego
00-251; Warszawa; ul. Miodowa od 6 do 12, od 5 do 7
00-252; Warszawa; ul. Podwale od 2 do 24, od 1 do 19
00-253; Warszawa; ul. Kapitulna od 1 do ostatniego
00-254; Warszawa; ul. Rycerska
00-255; Warszawa; ul. Szeroki Dunaj
00-256; Warszawa; ul. Wąski Dunaj od 2 do ostatniego, od 5 do ostatniego
00-257; Warszawa; ul. Kilińskiego Jana
00-258; Warszawa; ul. Brzozowa od 1 do ostatniego
00-259; Warszawa; ul. Boleść
00-260; Warszawa; ul. Mostowa od 2 do 30, od 34 do ostatniego, od 1 do ostatniego
00-260; Warszawa; ul. Nowomiejska od 21 do 21
00-261; Warszawa; ul. Podwale od 26 do ostatniego, od 21 do ostatniego
00-262; Warszawa; ul. Celna od 1 do ostatniego
00-263; Warszawa; ul. Długa od 1 do 7
00-264; Warszawa; ul. Piekarska
00-265; Warszawa; ul. Piwna
00-266; Warszawa; ul. Świętojańska od 1 do ostatniego
00-267; Warszawa; Pl. Zamkowy od 1 do ostatniego
00-268; Warszawa; ul. Wąski Dunaj od 1 do 3
00-270; Warszawa; ul. Krzywe Koło
00-271; Warszawa; ul. Nowomiejska od 2 do ostatniego, od 1 do 19, od 23 do ostatniego
00-272; Warszawa; ul. Rynek Starego Miasta
00-273; Warszawa; Poczta Warszawa 040, ul. Rynek Starego Miasta 15
00-274; Warszawa; ul. Zapiecek
00-275; Warszawa; ul. Kamienne Schodki
00-277; Warszawa; Pl. Zamkowy od 2 do ostatniego
00-278; Warszawa; ul. Kanonia
00-279; Warszawa; ul. Dziekania
00-280; Warszawa; ul. Skwer I Dywizji Pancernej
00-280; Warszawa; ul. Wybrzeże Gdańskie
00-281; Warszawa; ul. Jezuicka
00-282; Warszawa; ul. Dawna
00-283; Warszawa; ul. Steinkellera Piotra Antoniego
00-284; Warszawa; ul. Wodna
00-285; Warszawa; ul. Bugaj
00-286; Warszawa; ul. Brzozowa od 2 do ostatniego
00-287; Warszawa; ul. Celna od 2 do ostatniego
00-288; Warszawa; ul. Świętojańska od 2 do ostatniego
00-301; Warszawa; ul. Nowy Zjazd
00-302; Warszawa; ul. Mariensztat
00-303; Warszawa; ul. Boczna
00-304; Warszawa; ul. Białoskórnicza
00-305; Warszawa; ul. Dobra od 92 do ostatniego, od 89 do ostatniego
00-306; Warszawa; ul. Garbarska
00-307; Warszawa; ul. Krzywopoboczna
00-308; Warszawa; ul. Grodzka
00-309; Warszawa; ul. Źródłowa
00-310; Warszawa; ul. Bednarska od 2 do 14, od 1 do 11
00-311; Warszawa; ul. Browarna od 6 do ostatniego, od 1 do ostatniego
00-312; Warszawa; ul. Dobra od 42 do 90, od 49 do 87
00-313; Warszawa; ul. Furmańska
00-314; Warszawa; ul. Gęsta
00-315; Warszawa; ul. Karowa od 2 do 12, od 1 do 29
00-316; Warszawa; ul. Lipowa
00-317; Warszawa; ul. Wiślana
00-318; Warszawa; ul. Sowia
00-321; Warszawa; ul. Bednarska od 16 do ostatniego, od 13 do ostatniego
00-322; Warszawa; ul. Krakowskie Przedmieście od 52 do ostatniego
00-324; Warszawa; ul. Karowa od 14 do ostatniego, od 31 do ostatniego
00-325; Warszawa; ul. Krakowskie Przedmieście od 6 do 50
00-327; Warszawa; Pl. Osterwy Juliusza
00-327; Warszawa; ul. Karasia Kazimierza
00-328; Warszawa; ul. Kopernika Mikołaja od 36 do ostatniego, od 27 do ostatniego
00-330; Warszawa; ul. Nowy Świat od 70 do ostatniego
00-331; Warszawa; ul. Sewerynów
00-332; Warszawa; ul. Oboźna od 2 do ostatniego, od 5 do ostatniego
00-333; Warszawa; ul. Krakowskie Przedmieście od 2 do 4
00-334; Warszawa; Al. Na Skarpie od 38 do ostatniego, od 39 do ostatniego
00-335; Warszawa; ul. Konopczyńskiego Emiliana
00-336; Warszawa; ul. Kopernika Mikołaja od 22 do 34
00-337; Warszawa; ul. Bartoszewicza Juliana
00-338; Warszawa; ul. Browarna od 2 do 4
00-339; Warszawa; ul. Leszczyńska
00-340; Warszawa; ul. Oboźna od 1 do 3
00-341; Warszawa; ul. Radna
00-342; Warszawa; ul. Topiel od 8 do ostatniego, od 9 do ostatniego
00-343; Warszawa; Poczta Warszawa 030, ul. Dobra 18/20
00-344; Warszawa; ul. Dobra od 26 do 40, od 27 do 47
00-345; Warszawa; ul. Drewniana
00-346; Warszawa; ul. Elektryczna
00-347; Warszawa; ul. Wybrzeże Kościuszkowskie od 39 do ostatniego
00-348; Warszawa; ul. Smulikowskiego Juliana od 16 do ostatniego, od 9 do ostatniego
00-349; Warszawa; ul. Tamka od 2 do 24, od 1 do 7
00-350; Warszawa; ul. Topiel od 2 do 6, od 1 do 7
00-351; Warszawa; ul. Zajęcza od 2 do 18, od 24 do ostatniego, od 1 do ostatniego
00-353; Warszawa; ul. Cicha
00-354; Warszawa; ul. Dynasy
00-355; Warszawa; ul. Tamka od 26 do ostatniego, od 25 do ostatniego
00-356; Warszawa; ul. Zajęcza od 20 do 22
00-357; Warszawa; ul. Nowy Świat od 60 do 68
00-358; Warszawa; ul. Ordynacka od 10 do ostatniego
00-359; Warszawa; ul. Kopernika Mikołaja od 11 do 25
00-360; Warszawa; ul. Świętokrzyska od 2 do 8, od 1 do 3
00-362; Warszawa; ul. Gałczyńskiego Konstantego Ildefonsa
00-362; Warszawa; ul. Przybosia Juliana
00-363; Warszawa; ul. Nowy Świat od 34 do 58
00-364; Warszawa; ul. Ordynacka od 9 do ostatniego
00-365; Warszawa; Poczta Warszawa 037, ul. Ordynacka 15
00-366; Warszawa; ul. Foksal od 2 do 14, od 1 do 7
00-367; Warszawa; ul. Kopernika Mikołaja od 2 do 20, od 1 do 9
00-368; Warszawa; ul. Okólnik
00-369; Warszawa; ul. Ordynacka od 2 do 8, od 1 do 7
00-370; Warszawa; ul. Krywulta Aleksandra
00-370; Warszawa; ul. Szczygla
00-372; Warszawa; ul. Foksal od 16 do ostatniego, od 9 do ostatniego
00-373; Warszawa; ul. Nowy Świat od 16 do 32
00-373; Warszawa; ul. Rondo Generała De Gaulle`a Charlesa
00-374; Warszawa; ul. Aleje Jerozolimskie od 2 do 24
00-375; Warszawa; ul. Smolna
00-377; Warszawa; ul. Czerwonego Krzyża
00-378; Warszawa; ul. Jaracza Stefana
00-379; Warszawa; ul. Wybrzeże Kościuszkowskie od 27 do 37
00-380; Warszawa; ul. Kruczkowskiego Leona od 8 do 12, od 3 do ostatniego
00-381; Warszawa; Al. 3 Maja od 14 do ostatniego
00-382; Warszawa; ul. Solec od 46 do ostatniego, od 81 do ostatniego
00-384; Warszawa; ul. Dobra od 1 do 25
00-385; Warszawa; ul. Tamka od 9 do 23
00-386; Warszawa; ul. Kruczkowskiego Leona od 14 do ostatniego
00-388; Warszawa; ul. Dobra od 2 do 24
00-389; Warszawa; ul. Smulikowskiego Juliana od 2 do 14, od 1 do 7
00-390; Warszawa; ul. Wybrzeże Kościuszkowskie od 2 do ostatniego, od 1 do 25
00-391; Warszawa; Al. 3 Maja od 2 do 12
00-392; Warszawa; ul. Świętego Salezego Franciszka
00-393; Warszawa; ul. Potockiego Ignacego
00-394; Warszawa; ul. Solec od 32 do 44
00-400; Warszawa; Poczta Warszawa 132, ul. Nowy Świat 6/12
00-400; Warszawa; Skrytki Pocztowe Poczta Warszawa 132, ul. Nowy Świat 6/12
00-401; Warszawa; Al. 3 Maja od 1 do ostatniego
00-402; Warszawa; ul. Solec od 67 do 79
00-403; Warszawa; ul. Solec od 24 do 30A
00-404; Warszawa; Poczta Warszawa 018, ul. Ludna 4
00-405; Warszawa; ul. Ludna od 1 do 7
00-406; Warszawa; ul. Ludna od 2 do 8
00-407; Warszawa; ul. Okrąg od 6 do ostatniego
00-408; Warszawa; ul. Przystaniowa
00-409; Warszawa; ul. Solec od 61A do 65
00-410; Warszawa; ul. Solec od 18 do 22
00-411; Warszawa; ul. Wioślarska
00-412; Warszawa; ul. Kruczkowskiego Leona od 2 do 6, od 1 do 1
00-413; Warszawa; ul. Ludna od 9 do ostatniego
00-414; Warszawa; ul. Ludna od 10 do ostatniego
00-414; Warszawa; ul. Orłowicza Mieczysława
00-415; Warszawa; ul. Okrąg od 1 do ostatniego
00-416; Warszawa; ul. Czerniakowska od 219 do ostatniego
00-417; Warszawa; ul. Czerniakowska od 182 do ostatniego
00-418; Warszawa; ul. Książęca od 1 do 7
00-419; Warszawa; ul. Rozbrat od 42 do ostatniego, od 1 do ostatniego
00-420; Warszawa; ul. Szara
00-421; Warszawa; ul. Czerniakowska od 180 do 180
00-422; Warszawa; ul. Al. Zgrupowania AK "Kryska"
00-422; Warszawa; ul. Wilanowska
00-423; Warszawa; ul. Okrąg od 2 do 4
00-424; Warszawa; ul. Solec od 39 do 61
00-425; Warszawa; ul. Solec od 14 do 16
00-427; Warszawa; ul. Dmochowskiego Franciszka Ksawerego
00-428; Warszawa; ul. Miechowska
00-429; Warszawa; ul. Rozbrat od 26 do 40
00-430; Warszawa; ul. Śniegockiej Cecylii
00-431; Warszawa; ul. Koźmińska od 21 do ostatniego
00-432; Warszawa; ul. Górnośląska od 8 do 16, od 25 do 43
00-433; Warszawa; ul. Profesorska
00-434; Warszawa; ul. Hoene-Wrońskiego Józefa Marii od nr 2 do ostatniego, od nr 3 do ostatniego
00-435; Warszawa; ul. Koźmińska od 2 do ostatniego, od 9 do 19
00-436; Warszawa; ul. Czerniakowska od 179 do 217
00-438; Warszawa; ul. Solec od 21 do 37
00-439; Warszawa; ul. Solec od 8 do 12
00-440; Warszawa; ul. Czerniakowska od 162 do 178
00-441; Warszawa; ul. Zagórna
00-442; Warszawa; ul. Idźkowskiego Adama
00-443; Warszawa; ul. Górnośląska od 1 do 21
00-444; Warszawa; ul. Górnośląska od 2 do 6
00-446; Warszawa; ul. Fabryczna
00-447; Warszawa; ul. Górnośląska od 23 do 23
00-447; Warszawa; ul. Rozbrat od 16 do 24
00-448; Warszawa; ul. Koźmińska od 3 do 7
00-449; Warszawa; ul. Łazienkowska
00-450; Warszawa; ul. Przemysłowa
00-451; Warszawa; ul. Rozbrat od 2 do 14
00-452; Warszawa; ul. Koźmińska od 1 do 1B
00-453; Warszawa; ul. Czerniakowska od 139 do 177
00-454; Warszawa; ul. Czerniakowska od 92 do 160
00-455; Warszawa; ul. Solec od 2 do 6
00-456; Warszawa; ul. Solec od 1 do 19
00-457; Warszawa; ul. Jezierskiego Franciszka Salezego
00-458; Warszawa; ul. Górnośląska od 45 do ostatniego
00-459; Warszawa; ul. Hoene-Wrońskiego Józefa Marii nr 1
00-459; Warszawa; ul. Myśliwiecka
00-460; Warszawa; Al. Szpitala Ujazdowskiego
00-460; Warszawa; ul. Agrykola
00-460; Warszawa; ul. Skwer Kisielewskiego Stefana "Kisiela"
00-461; Warszawa; ul. Aleje Ujazdowskie od 6 do 6
00-462; Warszawa; ul. Kusocińskiego Janusza
00-463; Warszawa; ul. Podchorążych od 32 do ostatniego
00-464; Warszawa; ul. Szwoleżerów
00-465; Warszawa; ul. 29 Listopada
00-466; Warszawa; ul. Nowosielecka od 2 do ostatniego
00-466; Warszawa; ul. Suligowskiego Adolfa
00-467; Warszawa; ul. Dragonów
00-467; Warszawa; ul. Jazdów
00-468; Warszawa; ul. Kawalerii
00-468; Warszawa; ul. Zaruskiego Mariusza
00-477; Warszawa; ul. Piękna od 10 do 10, od 1 do 1A
00-478; Warszawa; ul. Aleje Ujazdowskie od 2 do 4, od 8 do ostatniego
00-479; Warszawa; ul. Wiejska od 21 do ostatniego
00-480; Warszawa; ul. Wiejska od 1 do 19
00-481; Warszawa; ul. Matejki Jana
00-482; Warszawa; ul. Lennona Johna
00-482; Warszawa; ul. Piękna od 2 do 8
00-483; Warszawa; ul. Frascati od 2 do ostatniego
00-484; Warszawa; ul. Górnośląska od 18 do ostatniego
00-485; Warszawa; ul. Maszyńskiego Piotra
00-486; Warszawa; ul. Nullo Franciszka
00-487; Warszawa; ul. Senacka
00-488; Warszawa; Al. Na Skarpie od 20 do 36, od 15 do 37
00-489; Warszawa; ul. Wiejska od 2 do 10
00-490; Warszawa; ul. Wiejska od 12 do ostatniego
